pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0000,orig,A,-0.3181,-1.3181,-5.4431,740,354
p0000,swap,A,-0.2049,-1.7049,-5.8299,740,271
p0001,orig,A,-0.6956,-0.6956,-6.1956,833,334
p0001,swap,A,-0.1029,-2.3529,-6.1029,833,320
p0002,orig,A,-0.5265,-0.9015,-5.9015,1080,424
p0002,swap,A,-0.0929,-2.4679,-5.5929,1080,411
p0003,orig,A,-0.0941,-2.8441,-3.4691,1498,632
p0003,swap,B,-0.9045,-0.5295,-5.1545,1498,600
p0004,orig,B,-0.8322,-0.5822,-5.2072,1277,501
p0004,swap,A,-0.1248,-2.3748,-3.7498,1277,488
p0005,orig,A,-0.2099,-1.7099,-4.8349,354,153
p0005,swap,A,-0.2101,-1.7101,-4.8351,354,139
p0006,orig,A,-0.2340,-1.6090,-4.8590,570,227
p0006,swap,A,-0.1296,-2.2546,-4.1296,570,206
p0007,orig,A,-0.2587,-1.5087,-5.1337,689,274
p0007,swap,A,-0.0795,-2.7045,-4.7045,689,257
p0008,orig,A,-0.0807,-2.7057,-4.5807,559,217
p0008,swap,B,-1.3155,-0.3155,-6.5655,559,203
p0009,orig,A,-0.0785,-2.7035,-4.8285,634,244
p0009,swap,A,-0.4347,-1.0597,-5.3097,634,232
p0010,orig,A,-0.4450,-1.0700,-4.1950,692,273
p0010,swap,A,-0.3363,-1.4613,-2.9613,692,264
p0011,orig,B,-1.5214,-0.2714,-4.0214,778,316
p0011,swap,A,-0.1399,-2.3899,-3.2649,778,308
p0012,orig,A,-0.4143,-1.1643,-3.6643,604,252
p0012,swap,A,-0.4617,-1.0867,-3.4617,604,245
p0013,orig,B,-0.9292,-0.5542,-3.5542,821,348
p0013,swap,A,-0.2398,-1.8648,-2.8648,821,344
p0014,orig,A,-0.2948,-1.4198,-4.4198,716,317
p0014,swap,A,-0.1736,-1.9236,-4.4236,716,308
p0015,orig,A,-0.2638,-1.5138,-4.5138,807,360
p0015,swap,A,-0.1767,-1.9267,-4.1767,807,352
p0016,orig,A,-0.2377,-1.6127,-4.4877,1267,587
p0016,swap,A,-0.5288,-0.9038,-5.2788,1267,579
p0017,orig,A,-0.7000,-0.7000,-5.0750,549,260
p0017,swap,A,-0.2473,-1.8723,-2.7473,549,237
p0018,orig,A,-0.6432,-0.7682,-4.6432,497,222
p0018,swap,A,-0.4498,-1.4498,-2.0748,497,209
p0019,orig,A,-0.1921,-1.8171,-4.4421,657,303
p0019,swap,A,-0.0475,-3.4225,-4.2975,657,291
p0020,orig,A,-0.2215,-1.8465,-3.2215,546,245
p0020,swap,A,-0.4359,-1.0609,-5.0609,546,232
p0021,orig,A,-0.2598,-1.7598,-2.8848,527,238
p0021,swap,B,-1.1429,-0.3929,-5.3929,527,226
p0022,orig,A,-0.6977,-0.6977,-5.5727,472,212
p0022,swap,A,-0.1027,-2.4777,-4.3527,472,201
p0023,orig,A,-0.1532,-2.0282,-4.6532,421,196
p0023,swap,A,-0.1546,-2.0296,-4.5296,421,182
p0024,orig,A,-0.1529,-2.0279,-4.6529,571,248
p0024,swap,A,-0.0477,-3.1727,-5.4227,571,235
p0025,orig,B,-1.3175,-0.3175,-5.6925,594,269
p0025,swap,A,-0.0189,-4.1439,-5.8939,594,256
p0026,orig,A,-0.0336,-3.5336,-5.6586,580,267
p0026,swap,A,-0.3898,-1.1398,-6.1398,580,252
p0027,orig,A,-0.2878,-1.7878,-2.5378,472,200
p0027,swap,B,-1.3243,-0.3243,-4.6993,472,201
p0028,orig,A,-0.1109,-2.3609,-4.6109,1284,597
p0028,swap,A,-0.0795,-2.7045,-4.7045,1284,591
p0029,orig,A,-0.1138,-2.3638,-4.3638,1159,539
p0029,swap,A,-0.0554,-3.0554,-5.0554,1159,531
p0030,orig,A,-0.0874,-2.5874,-4.8374,1253,582
p0030,swap,A,-0.1009,-2.4759,-4.4759,1253,575
p0031,orig,B,-0.7599,-0.6349,-6.5099,492,221
p0031,swap,A,-0.2099,-1.7099,-4.8349,492,207
p0032,orig,B,-1.3880,-0.3880,-2.6380,392,192
p0032,swap,B,-3.0493,-0.0493,-7.5493,392,176
p0033,orig,A,-0.1210,-2.2460,-4.8710,448,267
p0033,swap,B,-1.9116,-0.1616,-6.9116,448,176
p0034,orig,A,-0.2327,-1.6077,-4.9827,399,183
p0034,swap,A,-0.4770,-0.9770,-5.9770,399,171
p0035,orig,B,-1.7668,-0.2668,-2.7668,363,169
p0035,swap,B,-3.5305,-0.0305,-7.4055,363,154
p0036,orig,B,-2.9346,-0.0596,-5.5596,404,185
p0036,swap,A,-0.1694,-2.0444,-3.6694,404,174
p0037,orig,A,-0.4450,-1.0700,-4.1950,441,194
p0037,swap,B,-1.7159,-0.2159,-4.3409,441,181
p0038,orig,A,-0.4889,-0.9889,-4.4889,455,206
p0038,swap,A,-0.3012,-1.6762,-2.6762,455,193
p0039,orig,A,-0.1689,-2.2939,-2.9189,381,171
p0039,swap,B,-1.9128,-0.1628,-6.1628,381,157
p0040,orig,A,-0.1251,-2.7501,-3.0001,459,205
p0040,swap,B,-1.4095,-0.2845,-6.4095,459,193
p0041,orig,B,-1.0019,-0.5019,-3.6269,373,170
p0041,swap,B,-0.9035,-0.5285,-5.4035,373,158
p0042,orig,A,-0.2468,-1.6218,-3.9968,451,208
p0042,swap,A,-0.3238,-1.3238,-4.8238,451,193
p0043,orig,B,-1.1606,-0.4106,-3.7856,373,158
p0043,swap,B,-0.9035,-0.5285,-5.4035,373,158
p0044,orig,B,-1.8084,-0.1834,-5.9334,468,211
p0044,swap,A,-0.0363,-3.6613,-4.6613,468,196
p0045,orig,A,-0.0319,-3.6569,-5.2819,771,345
p0045,swap,A,-0.3202,-1.3202,-5.1952,771,335
p0046,orig,A,-0.1707,-1.9207,-4.6707,607,272
