pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0000,orig,A,-0.0801,-2.5801,-7.3301,779,365
p0000,swap,A,-0.2271,-1.6021,-7.1021,779,290
p0001,orig,A,-0.3495,-1.2245,-7.7245,872,336
p0001,swap,A,-0.1613,-1.9113,-7.7863,872,324
p0002,orig,A,-0.3499,-1.2249,-7.2249,1119,444
p0002,swap,A,-0.1442,-2.0192,-7.1442,1119,429
p0003,orig,A,-0.0126,-4.5126,-6.6376,1537,643
p0003,swap,A,-0.5246,-0.8996,-6.8996,1537,627
p0004,orig,A,-0.5260,-0.9010,-6.4010,1316,539
p0004,swap,A,-0.0256,-3.7756,-6.2756,1316,524
p0005,orig,A,-0.5774,-0.8274,-7.0774,393,166
p0005,swap,A,-0.5243,-0.8993,-7.5243,393,155
p0006,orig,B,-0.7593,-0.6343,-7.7593,609,237
p0006,swap,A,-0.2038,-1.7038,-6.4538,609,226
p0007,orig,A,-0.6961,-0.6961,-7.0711,728,277
p0007,swap,A,-0.1632,-1.9132,-6.4132,728,267
p0008,orig,A,-0.2534,-1.5034,-7.1284,598,234
p0008,swap,B,-1.7022,-0.2022,-8.7022,598,223
p0009,orig,A,-0.1626,-1.9126,-6.6626,673,264
p0009,swap,B,-0.8277,-0.5777,-7.7027,673,252
p0010,orig,B,-1.1507,-0.4007,-5.0257,731,279
p0010,swap,A,-0.2402,-1.6152,-4.4902,731,268
p0011,orig,B,-1.2344,-0.3594,-5.1094,817,316
p0011,swap,A,-0.2713,-1.5213,-4.1463,817,309
p0012,orig,A,-0.7041,-0.7041,-5.2041,643,265
p0012,swap,B,-1.4116,-0.2866,-6.5366,643,256
p0013,orig,B,-0.8571,-0.6071,-3.8571,860,349
p0013,swap,A,-0.5979,-0.8479,-4.2229,860,343
p0014,orig,A,-0.4318,-1.0568,-6.1818,755,306
p0014,swap,A,-0.1825,-1.8075,-6.1825,755,302
p0015,orig,A,-0.5782,-0.8282,-6.4532,846,366
p0015,swap,A,-0.4340,-1.0590,-5.4340,846,358
p0016,orig,A,-0.3167,-1.3167,-5.9417,1306,591
p0016,swap,A,-0.6348,-0.7598,-6.5098,1306,592
p0017,orig,A,-0.4769,-0.9769,-5.9769,588,265
p0017,swap,A,-0.0871,-2.8371,-3.7121,588,252
p0018,orig,A,-0.1840,-1.8090,-5.5590,536,235
p0018,swap,A,-0.0609,-3.1859,-4.0609,536,223
p0019,orig,A,-0.1886,-1.8136,-4.8136,696,297
p0019,swap,A,-0.0448,-3.4198,-4.5448,696,289
p0020,orig,A,-0.0434,-3.4184,-4.6684,585,260
p0020,swap,A,-0.3552,-1.2302,-5.1052,585,249
p0021,orig,A,-0.0212,-4.7712,-4.3962,566,241
p0021,swap,B,-1.0572,-0.4322,-5.9322,566,230
p0022,orig,B,-1.3138,-0.3138,-9.0638,511,212
p0022,swap,A,-0.0115,-4.5115,-8.2615,511,201
p0023,orig,A,-0.1022,-2.3522,-6.4772,460,204
p0023,swap,A,-0.0511,-3.0511,-6.1761,460,192
p0024,orig,A,-0.0794,-2.5794,-8.0794,610,263
p0024,swap,A,-0.2020,-1.7020,-8.7020,610,253
p0025,orig,A,-0.6939,-0.6939,-8.6939,633,265
p0025,swap,A,-0.1274,-2.1274,-8.6274,633,256
p0026,orig,A,-0.0440,-3.1690,-7.0440,619,265
p0026,swap,A,-0.0898,-2.4648,-7.3398,619,254
p0027,orig,A,-0.0773,-2.7023,-4.9523,511,200
p0027,swap,A,-0.3911,-1.1411,-5.6411,511,201
p0028,orig,A,-0.1527,-2.0277,-4.6527,1323,599
p0028,swap,A,-0.2648,-1.5148,-4.3898,1323,593
p0029,orig,A,-0.0783,-2.7033,-4.8283,1198,537
p0029,swap,A,-0.2634,-1.5134,-4.5134,1198,532
p0030,orig,A,-0.0740,-2.6990,-5.5740,1292,591
p0030,swap,A,-0.1231,-2.2481,-4.6231,1292,582
p0031,orig,A,-0.3153,-1.3153,-6.4403,531,237
p0031,swap,A,-0.0821,-2.5821,-5.8321,531,225
p0032,orig,A,-0.0266,-3.9016,-5.1516,431,191
p0032,swap,B,-2.2385,-0.1135,-7.6135,431,179
p0033,orig,A,-0.0903,-2.4653,-6.8403,487,207
p0033,swap,B,-0.9750,-0.4750,-7.2250,487,196
p0034,orig,A,-0.0813,-2.5813,-6.2063,438,193
p0034,swap,A,-0.1013,-2.3513,-6.9763,438,182
p0035,orig,A,-0.0342,-4.0342,-4.1592,402,185
p0035,swap,B,-1.1396,-0.3896,-6.0146,402,172
p0036,orig,B,-3.6518,-0.0268,-8.7768,443,188
p0036,swap,A,-0.2530,-1.5030,-7.3780,443,178
p0037,orig,B,-0.9751,-0.4751,-7.9751,480,208
p0037,swap,B,-2.8127,-0.0627,-8.0627,480,191
p0038,orig,A,-0.4951,-0.9951,-3.9951,494,205
p0038,swap,A,-0.1370,-2.1370,-4.7620,494,196
p0039,orig,A,-0.5185,-1.0185,-3.1435,420,188
p0039,swap,A,-0.1481,-2.0231,-5.2731,420,176
p0040,orig,A,-0.1738,-1.9238,-4.4238,498,206
p0040,swap,B,-0.7629,-0.6379,-5.3879,498,197
p0041,orig,B,-0.8778,-0.6278,-3.0028,412,185
p0041,swap,A,-0.1022,-2.7272,-3.4772,412,174
p0042,orig,A,-0.3582,-1.2332,-4.8582,490,203
p0042,swap,A,-0.3963,-1.1463,-4.8963,490,194
p0043,orig,B,-0.8721,-0.6221,-3.1221,412,175
p0043,swap,A,-0.0688,-3.1938,-3.6938,412,173
p0044,orig,B,-1.4139,-0.2889,-5.0389,507,207
p0044,swap,A,-0.1380,-2.2630,-3.7630,507,197
p0045,orig,A,-0.3672,-1.2422,-4.1172,810,343
p0045,swap,B,-1.5228,-0.2728,-4.0228,810,335
p0046,orig,A,-0.5601,-0.9351,-3.4351,646,287
p0046,swap,B,-0.7881,-0.6631,-3.6631,646,275
p0047,orig,A,-0.7336,-0.7336,-3.3586,666,289
p0047,swap,A,-0.7248,-0.7248,-3.5998,666,278
p0048,orig,A,-0.1607,-1.9107,-7.7857,527,229
p0048,swap,A,-0.1018,-2.3518,-6.4768,527,217
p0049,orig,B,-1.5025,-0.2525,-7.6275,460,195
p0049,swap,A,-0.3196,-1.3196,-5.0696,460,191
p0050,orig,B,-2.3503,-0.1003,-9.4753,453,204
p0050,swap,B,-0.8267,-0.5767,-7.2017,453,189
p0051,orig,A,-0.0662,-3.0662,-4.0662,659,285
p0051,swap,A,-0.3510,-1.2260,-6.1010,659,277
p0052,orig,A,-0.0532,-3.0532,-5.4282,704,296
p0052,swap,A,-0.5803,-0.8303,-5.5803,704,285
p0053,orig,A,-0.3548,-1.2298,-5.1048,393,178
p0053,swap,A,-0.0894,-2.5894,-4.5894,393,173
p0054,orig,A,-0.3563,-1.2313,-5.1063,791,334
p0054,swap,A,-0.0769,-2.7019,-5.0769,791,328
p0055,orig,A,-0.5820,-0.8320,-5.3320,939,408
p0055,swap,A,-0.0254,-3.9004,-5.4004,939,406
p0056,orig,A,-0.5328,-0.9078,-4.7828,1161,531
p0056,swap,A,-0.1697,-1.9197,-4.7947,1161,521
p0057,orig,A,-0.3108,-1.4358,-3.5608,373,172
p0057,swap,A,-0.2032,-1.9532,-3.2032,373,159
p0058,orig,A,-0.2493,-1.9993,-2.4993,362,168
p0058,swap,A,-0.6516,-1.0266,-2.1516,362,155
p0059,orig,B,-1.7026,-0.2026,-7.0776,420,180
p0059,swap,A,-0.1844,-1.8094,-5.4344,420,176
p0060,orig,A,-0.2099,-1.7099,-4.8349,378,167
p0060,swap,A,-0.6456,-0.7706,-4.3956,378,155
p0061,orig,A,-0.5289,-0.9039,-5.2789,411,182
p0061,swap,A,-0.5829,-0.8329,-5.0829,411,172
p0062,orig,A,-0.0612,-3.0612,-4.4362,409,182
p0062,swap,B,-1.8065,-0.1815,-6.5565,409,172
p0063,orig,A,-0.0795,-2.7045,-4.7045,442,187
p0063,swap,B,-1.0577,-0.4327,-5.6827,442,177
p0064,orig,B,-1.4088,-0.2838,-6.0338,561,234
p0064,swap,A,-0.0449,-3.1699,-6.4199,561,227
p0065,orig,A,-0.5775,-0.8275,-6.5775,584,256
