pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0000,orig,B,-19.2500,0.0000,-21.6250,757,1443
p0000,swap,A,0.0000,-23.2500,-21.8750,757,1108
p0001,orig,B,-17.5000,0.0000,-20.2500,850,1284
p0001,swap,A,0.0000,-20.7500,-19.7500,850,1280
p0002,orig,A,-0.0009,-7.0009,-12.2509,1097,1693
p0002,swap,B,-1.1370,-0.3870,-8.8870,1097,1671
p0003,orig,A,0.0000,-21.3750,-20.7500,1515,2838
p0003,swap,B,-20.7500,0.0000,-22.1250,1515,8070
p0004,orig,B,-21.3750,0.0000,-20.1250,1294,4455
p0004,swap,A,-0.0000,-14.7500,-14.5000,1294,4122
p0005,orig,A,-0.0084,-5.2584,-5.7584,371,1057
p0005,swap,B,-12.7500,-0.0000,-15.5000,371,956
p0006,orig,A,-0.0000,-11.0000,-13.5000,587,1493
p0006,swap,B,-9.5001,-0.0001,-17.5001,587,1509
p0007,orig,B,-20.7500,0.0000,-22.3750,706,1830
p0007,swap,A,0.0000,-21.1250,-20.7500,706,1841
p0008,orig,A,0.0000,-20.2500,-17.7500,576,1412
p0008,swap,B,-23.7500,0.0000,-21.5000,576,1374
p0009,orig,A,0.0000,-20.5000,-20.0000,651,1712
p0009,swap,B,-20.7500,0.0000,-22.1250,651,1616
p0010,orig,B,-20.2500,0.0000,-20.6250,709,1755
p0010,swap,A,0.0000,-20.1250,-22.3750,709,1745
p0011,orig,B,-15.7500,-0.0000,-20.2500,795,1939
p0011,swap,A,-0.0000,-16.0000,-19.5000,795,1901
p0012,orig,A,-0.0381,-3.2881,-11.0381,621,1452
p0012,swap,A,-0.0000,-11.2500,-13.7500,621,1437
p0013,orig,B,-21.7500,0.0000,-23.1250,838,2025
p0013,swap,A,0.0000,-23.0000,-21.2500,838,2014
p0014,orig,B,-8.2503,-0.0003,-13.5003,733,1693
p0014,swap,A,-0.0001,-9.0001,-11.7501,733,1675
p0015,orig,A,-0.0000,-11.7500,-12.7500,824,1865
p0015,swap,B,-9.2501,-0.0001,-18.5001,824,1850
p0016,orig,A,-0.0025,-6.0025,-12.7525,1284,3040
p0016,swap,B,-20.5000,0.0000,-21.3750,1284,3038
p0017,orig,B,-15.5000,-0.0000,-14.5000,566,1258
p0017,swap,A,-0.0000,-20.7500,-14.7500,566,1227
p0018,orig,B,-18.5000,0.0000,-18.0000,514,1153
p0018,swap,A,-0.0000,-23.6250,-16.5000,514,1156
p0019,orig,B,-5.5042,-0.0042,-8.7542,674,1520
p0019,swap,A,-0.0000,-19.7500,-14.0000,674,1517
p0020,orig,A,-0.0000,-19.5000,-14.0000,563,1244
p0020,swap,B,-16.2500,-0.0000,-15.5000,563,1223
p0021,orig,A,0.0000,-24.2500,-19.7500,544,1205
p0021,swap,B,-22.1250,0.0000,-20.8750,544,1193
p0022,orig,B,-21.7500,0.0000,-22.6250,489,1085
p0022,swap,A,0.0000,-22.1250,-18.7500,489,1065
p0023,orig,A,-0.3927,-1.1427,-5.1427,438,968
p0023,swap,A,-0.3490,-1.3490,-3.3490,438,957
p0024,orig,A,-0.0239,-3.7739,-7.2739,588,1335
p0024,swap,A,-0.0000,-11.5000,-14.5000,588,1329
p0025,orig,B,-5.2553,-0.0053,-10.5053,611,1387
p0025,swap,A,-0.0000,-15.0000,-16.7500,611,1397
p0026,orig,A,0.0000,-22.6250,-20.1250,597,1355
p0026,swap,B,-20.0000,0.0000,-20.3750,597,1341
p0027,orig,A,-0.0000,-25.1250,-16.2500,489,1113
p0027,swap,B,-25.7500,0.0000,-18.6250,489,1063
p0028,orig,B,-2.8122,-0.0622,-8.3122,1301,2839
p0028,swap,A,-0.0001,-9.5001,-16.2501,1301,2900
p0029,orig,A,-0.0019,-6.2519,-14.0019,1176,2633
p0029,swap,B,-15.0000,-0.0000,-20.0000,1176,2466
p0030,orig,A,-0.2016,-1.7016,-8.4516,1270,2759
p0030,swap,B,-4.5111,-0.0111,-11.7611,1270,2742
p0031,orig,B,-16.7500,0.0000,-19.2500,509,1043
p0031,swap,A,-0.0000,-14.5000,-11.0000,509,1007
p0032,orig,A,0.0000,-25.8750,-19.6250,409,855
p0032,swap,B,-26.2500,0.0000,-20.8750,409,852
p0033,orig,A,0.0000,-23.8750,-20.3750,465,999
p0033,swap,B,-22.8750,0.0000,-22.2500,465,1050
p0034,orig,A,-0.0000,-16.7500,-12.7500,416,947
p0034,swap,B,-13.2500,-0.0000,-16.7500,416,920
p0035,orig,A,-0.0000,-24.5000,-16.2500,380,767
p0035,swap,B,-26.0000,0.0000,-20.8750,380,729
p0036,orig,B,-22.6250,0.0000,-22.2500,421,816
