pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0000,orig,B,-20.6250,0.0000,-20.5000,740,1577
p0000,swap,A,0.0000,-21.5000,-17.5000,740,1227
p0001,orig,B,-19.5000,0.0000,-19.0000,833,1566
p0001,swap,A,-0.0000,-17.0000,-13.5000,833,1534
p0002,orig,A,-0.4072,-1.1572,-3.9072,1080,1980
p0002,swap,B,-2.1532,-0.1532,-3.6532,1080,2002
p0003,orig,A,0.0000,-19.0000,-16.7500,1498,3155
p0003,swap,B,-21.3750,0.0000,-21.5000,1498,3410
p0004,orig,B,-20.8750,0.0000,-18.5000,1277,2749
p0004,swap,A,-0.0006,-10.0006,-7.5006,1277,2786
p0005,orig,A,-0.0031,-6.7531,-6.2531,354,755
p0005,swap,B,-11.5000,-0.0000,-13.2500,354,680
p0006,orig,A,-0.0002,-9.5002,-9.2502,570,1114
p0006,swap,B,-9.2501,-0.0001,-13.5001,570,1274
p0007,orig,B,-21.3750,0.0000,-21.1250,689,1542
p0007,swap,A,0.0000,-20.7500,-17.7500,689,1471
p0008,orig,A,-0.0000,-20.2500,-13.7500,559,1163
p0008,swap,B,-24.0000,0.0000,-20.2500,559,1122
p0009,orig,A,-0.0000,-19.7500,-16.5000,634,1294
p0009,swap,B,-20.7500,0.0000,-19.7500,634,1250
p0010,orig,B,-18.5000,0.0000,-17.7500,692,1568
p0010,swap,A,0.0000,-19.2500,-21.1250,692,1639
p0011,orig,B,-15.2500,-0.0000,-18.5000,778,1765
p0011,swap,A,-0.0000,-15.5000,-16.5000,778,1762
p0012,orig,A,-0.3874,-1.1374,-7.6374,604,1286
p0012,swap,A,-0.0002,-8.5002,-10.2502,604,1350
p0013,orig,B,-21.7500,0.0000,-23.2500,821,1941
p0013,swap,A,0.0000,-22.0000,-19.2500,821,1864
p0014,orig,B,-13.7500,-0.0000,-13.7500,716,1607
p0014,swap,A,-0.0008,-8.5008,-7.5008,716,1604
p0015,orig,A,-0.0000,-11.7500,-10.5000,807,1800
p0015,swap,B,-11.0000,-0.0000,-16.7500,807,1815
p0016,orig,A,-0.0234,-3.7734,-8.5234,1267,2966
p0016,swap,B,-20.6250,0.0000,-20.5000,1267,3011
p0017,orig,B,-16.0000,-0.0000,-13.0000,549,1279
p0017,swap,A,-0.0000,-22.2500,-14.0000,549,1205
p0018,orig,B,-18.7500,0.0000,-16.7500,497,1051
p0018,swap,A,-0.0000,-22.7500,-12.5000,497,1183
p0019,orig,B,-4.0247,-0.0247,-5.0247,657,1566
p0019,swap,A,-0.0000,-20.2500,-11.5000,657,1398
p0020,orig,A,-0.0000,-19.5000,-11.2500,546,1177
p0020,swap,B,-16.0000,-0.0000,-13.0000,546,1200
p0021,orig,A,-0.0000,-23.6250,-16.0000,527,1236
p0021,swap,B,-21.3750,0.0000,-19.8750,527,1302
p0022,orig,B,-21.6250,0.0000,-22.2500,472,1084
p0022,swap,A,-0.0000,-20.7500,-13.7500,472,1029
p0023,orig,C,-0.9441,-2.1941,-0.6941,421,860
