pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0000,orig,A,-0.2555,-1.5055,-6.3805,758,353
p0000,swap,A,-0.2298,-1.6048,-6.1048,758,273
p0001,orig,A,-0.5782,-0.8282,-6.9532,851,336
p0001,swap,A,-0.3515,-1.2265,-6.4765,851,323
p0002,orig,A,-0.5267,-0.9017,-6.2767,1098,438
p0002,swap,A,-0.4776,-0.9776,-6.2276,1098,426
p0003,orig,A,-0.1234,-2.2484,-4.6234,1516,618
p0003,swap,A,-0.4775,-0.9775,-5.9775,1516,598
p0004,orig,B,-0.9034,-0.5284,-5.9034,1295,524
p0004,swap,A,-0.1868,-1.8118,-5.1868,1295,514
p0005,orig,A,-0.1820,-1.8070,-6.4320,372,151
p0005,swap,A,-0.1624,-1.9124,-6.9124,372,140
p0006,orig,A,-0.2538,-1.5038,-6.7538,588,232
p0006,swap,A,-0.1155,-2.2405,-6.2405,588,221
p0007,orig,A,-0.1161,-2.2411,-5.9911,707,275
p0007,swap,A,-0.1020,-2.3520,-6.6020,707,266
p0008,orig,A,-0.0356,-3.4106,-6.4106,577,231
p0008,swap,A,-0.1149,-2.2399,-6.7399,577,220
p0009,orig,A,-0.0801,-2.5801,-7.0801,652,258
p0009,swap,A,-0.1823,-1.8073,-6.4323,652,248
p0010,orig,A,-0.1308,-2.2558,-4.2558,710,280
p0010,swap,A,-0.4245,-1.1745,-3.4245,710,274
p0011,orig,A,-0.3332,-1.3332,-4.0832,796,321
p0011,swap,A,-0.3620,-1.3620,-3.1120,796,314
p0012,orig,A,-0.4399,-1.0649,-4.8149,622,257
p0012,swap,A,-0.2158,-1.7158,-4.3408,622,249
p0013,orig,B,-1.1630,-0.4130,-4.0380,839,362
p0013,swap,B,-1.1785,-0.8035,-1.4285,839,356
p0014,orig,A,-0.1619,-1.9119,-6.7869,734,313
p0014,swap,A,-0.0715,-2.6965,-6.6965,734,305
p0015,orig,A,-0.3507,-1.2257,-6.3507,825,353
p0015,swap,A,-0.1466,-2.0216,-5.7716,825,346
p0016,orig,A,-0.0896,-2.5896,-4.7146,1285,592
p0016,swap,A,-0.3892,-1.1392,-6.2642,1285,587
p0017,orig,A,-0.2701,-1.5201,-4.1451,567,247
p0017,swap,A,-0.1446,-2.1446,-4.1446,567,237
p0018,orig,B,-0.8411,-0.5911,-4.3411,515,233
p0018,swap,A,-0.1336,-2.2586,-4.0086,515,222
p0019,orig,A,-0.3265,-1.3265,-4.4515,675,296
p0019,swap,A,-0.0882,-2.7132,-4.0882,675,288
p0020,orig,A,-0.1602,-2.0352,-4.1602,564,242
p0020,swap,A,-0.3604,-1.2354,-4.6104,564,233
p0021,orig,A,-0.0792,-3.0792,-3.5792,545,238
p0021,swap,B,-0.9188,-0.5438,-4.1688,545,228
p0022,orig,B,-1.4083,-0.2833,-7.0333,490,210
p0022,swap,A,-0.0417,-3.2917,-5.9167,490,199
p0023,orig,A,-0.4781,-0.9781,-6.1031,439,192
