pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0000,orig,B,-13.5000,-0.0000,-20.6250,758,1425
p0000,swap,A,-0.0000,-16.0000,-20.7500,758,1178
p0001,orig,B,-12.2500,-0.0000,-19.2500,851,1424
p0001,swap,A,0.0000,-18.5000,-21.2500,851,1444
p0002,orig,A,-0.0002,-8.7502,-16.0002,1098,1928
p0002,swap,A,-0.0182,-4.0182,-14.7682,1098,2010
p0003,orig,A,-0.0052,-5.2552,-13.0052,1516,2950
p0003,swap,B,-19.8750,0.0000,-22.0000,1516,3166
p0004,orig,B,-18.2500,0.0000,-20.1250,1295,2677
p0004,swap,A,-0.0142,-4.2642,-11.2642,1295,2650
p0005,orig,A,-0.0052,-5.2552,-13.0052,372,763
p0005,swap,B,-15.7500,-0.0000,-20.0000,372,716
p0006,orig,A,-0.0000,-10.7500,-15.0000,588,1167
p0006,swap,B,-6.5015,-0.0015,-16.2515,588,1173
p0007,orig,B,-18.7500,0.0000,-22.1250,707,1462
p0007,swap,A,0.0000,-17.5000,-20.7500,707,1377
p0008,orig,A,0.0000,-19.5000,-21.2500,577,1143
p0008,swap,B,-22.2500,0.0000,-21.5000,577,1102
p0009,orig,A,0.0000,-17.0000,-21.7500,652,1247
p0009,swap,B,-16.7500,0.0000,-21.3750,652,1261
p0010,orig,B,-12.7500,-0.0000,-18.7500,710,1415
p0010,swap,A,-0.0000,-15.5000,-20.8750,710,1408
p0011,orig,B,-6.5015,-0.0015,-14.2515,796,1550
p0011,swap,A,-0.0000,-14.5000,-19.0000,796,1559
p0012,orig,A,-0.0067,-5.0067,-15.5067,622,1259
p0012,swap,A,-0.0002,-8.5002,-16.0002,622,1247
p0013,orig,B,-20.5000,0.0000,-22.8750,839,1681
p0013,swap,A,-0.0000,-16.5000,-21.3750,839,1686
p0014,orig,B,-11.2500,-0.0000,-16.7500,734,1473
p0014,swap,A,-0.0009,-7.0009,-13.7509,734,1445
p0015,orig,A,-0.0000,-11.2500,-17.5000,825,1618
p0015,swap,B,-14.5000,-0.0000,-21.8750,825,1610
p0016,orig,B,-0.9741,-0.4741,-14.4741,1285,2684
p0016,swap,B,-18.0000,0.0000,-21.8750,1285,2786
p0017,orig,B,-8.2505,-0.0005,-8.2505,567,1129
p0017,swap,A,-0.0001,-15.2501,-9.7501,567,1066
p0018,orig,B,-15.0000,-0.0000,-17.2500,515,1018
p0018,swap,A,0.0000,-22.2500,-19.8750,515,1015
p0019,orig,B,-7.7516,-0.0016,-6.7516,675,1340
p0019,swap,A,-0.0041,-5.5041,-10.2541,675,1339
p0020,orig,A,0.0000,-20.6250,-17.5000,564,1093
p0020,swap,B,-15.5000,-0.0000,-11.0000,564,1087
p0021,orig,A,0.0000,-22.0000,-21.7500,545,1090
p0021,swap,B,-18.5000,0.0000,-20.6250,545,1065
p0022,orig,B,-13.0000,-0.0000,-21.3750,490,955
p0022,swap,A,0.0000,-20.2500,-22.3750,490,940
p0023,orig,A,-0.0182,-4.0182,-10.7682,439,864
p0023,swap,A,-0.0001,-9.0001,-15.2501,439,840
p0024,orig,A,-0.1602,-1.9102,-12.9102,589,1166
p0024,swap,A,-0.0000,-15.2500,-20.7500,589,1186
