pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0000,orig,B,-19.5000,0.0000,-20.7500,791,1354
p0000,swap,A,0.0000,-20.1250,-18.7500,791,1211
p0001,orig,B,-18.7500,0.0000,-20.2500,884,1435
p0001,swap,A,-0.0000,-16.5000,-16.0000,884,1437
p0002,orig,A,-0.0621,-2.8121,-8.8121,1131,1897
p0002,swap,A,-0.4742,-0.9742,-8.7242,1131,1965
p0003,orig,A,-0.0000,-16.7500,-16.5000,1549,2913
p0003,swap,B,-21.2500,0.0000,-21.1250,1549,3076
p0004,orig,B,-21.5000,0.0000,-19.5000,1328,2605
p0004,swap,A,-0.0000,-11.7500,-11.5000,1328,2624
p0005,orig,B,-1.5251,-0.2751,-3.7751,405,813
p0005,swap,B,-9.2501,-0.0001,-12.0001,405,785
p0006,orig,A,-0.0001,-9.2501,-13.0001,621,1162
p0006,swap,B,-14.5000,-0.0000,-21.5000,621,1166
p0007,orig,B,-21.2500,0.0000,-21.7500,740,1400
p0007,swap,A,0.0000,-17.2500,-18.7500,740,1447
p0008,orig,A,-0.0000,-14.5000,-13.0000,610,1342
p0008,swap,B,-23.1250,0.0000,-21.8750,610,1333
p0009,orig,A,-0.0000,-15.7500,-14.7500,685,1446
p0009,swap,B,-19.5000,0.0000,-21.0000,685,1416
p0010,orig,B,-19.7500,0.0000,-19.0000,743,1557
p0010,swap,A,0.0000,-17.7500,-22.1250,743,1568
p0011,orig,B,-15.5000,-0.0000,-19.2500,829,1757
p0011,swap,A,-0.0000,-15.0000,-17.7500,829,1692
p0012,orig,A,-0.0182,-4.0182,-10.2682,655,1348
p0012,swap,A,-0.0000,-11.0000,-14.7500,655,1392
p0013,orig,B,-22.8750,0.0000,-23.5000,872,1804
p0013,swap,A,0.0000,-22.6250,-21.5000,872,1831
p0014,orig,B,-12.0000,-0.0000,-15.2500,767,1597
p0014,swap,A,-0.0032,-5.7532,-11.5032,767,1563
p0015,orig,B,-1.1369,-0.3869,-9.8869,858,1829
p0015,swap,B,-13.2500,-0.0000,-19.5000,858,1873
p0016,orig,A,-0.1604,-1.9104,-8.9104,1318,2960
p0016,swap,B,-21.5000,0.0000,-21.6250,1318,2909
p0017,orig,B,-14.5000,-0.0000,-14.2500,600,1292
p0017,swap,A,-0.0000,-18.5000,-13.7500,600,1249
p0018,orig,B,-17.5000,0.0000,-18.2500,548,1144
p0018,swap,A,-0.0000,-21.2500,-15.7500,548,1135
p0019,orig,B,-5.5041,-0.0041,-11.7541,708,1500
p0019,swap,A,-0.0000,-19.5000,-13.5000,708,1533
p0020,orig,A,-0.0000,-18.0000,-14.5000,597,1287
p0020,swap,B,-14.5000,-0.0000,-15.5000,597,1265
p0021,orig,A,0.0000,-23.7500,-18.7500,578,1255
p0021,swap,B,-21.1250,0.0000,-20.8750,578,1247
p0022,orig,B,-19.0000,0.0000,-23.3750,523,1118
p0022,swap,A,-0.0000,-18.5000,-16.5000,523,1113
p0023,orig,B,-5.5056,-0.0056,-6.5056,472,996
p0023,swap,B,-2.8703,-0.1203,-2.8703,472,988
p0024,orig,A,-0.3886,-1.1386,-6.3886,622,1296
p0024,swap,A,-0.0000,-10.0000,-14.5000,622,1295
p0025,orig,B,-4.5111,-0.0111,-11.7611,645,1389
p0025,swap,A,0.0000,-16.7500,-18.2500,645,1390
p0026,orig,A,0.0000,-19.2500,-18.7500,631,1318
p0026,swap,B,-17.0000,0.0000,-19.8750,631,1309
p0027,orig,A,-0.0000,-22.1250,-13.5000,523,1097
p0027,swap,B,-22.0000,0.0000,-17.0000,523,1103
p0028,orig,B,-5.0068,-0.0068,-9.2568,1335,2969
p0028,swap,A,-0.0015,-6.5015,-13.5015,1335,2977
p0029,orig,A,-0.0007,-7.2507,-13.0007,1210,2562
p0029,swap,B,-17.0000,0.0000,-20.5000,1210,2449
p0030,orig,B,-0.9742,-0.4742,-8.9742,1304,2681
p0030,swap,B,-8.7502,-0.0002,-14.2502,1304,2677
p0031,orig,B,-17.7500,0.0000,-20.2500,543,1131
p0031,swap,A,-0.0000,-12.5000,-12.2500,543,1033
p0032,orig,A,0.0000,-24.7500,-17.7500,443,812
p0032,swap,B,-23.7500,0.0000,-20.0000,443,814
p0033,orig,A,0.0000,-21.1250,-18.0000,499,984
p0033,swap,B,-22.1250,0.0000,-21.3750,499,984
p0034,orig,A,-0.0014,-7.2514,-7.2514,450,932
p0034,swap,B,-14.5000,-0.0000,-17.5000,450,903
p0035,orig,A,-0.0000,-22.8750,-15.2500,414,813
p0035,swap,B,-24.0000,0.0000,-20.1250,414,816
p0036,orig,B,-22.2500,0.0000,-22.3750,455,942
p0036,swap,A,0.0000,-25.6250,-19.0000,455,928
p0037,orig,A,-0.0000,-19.2500,-12.0000,492,951
p0037,swap,B,-8.5002,-0.0002,-15.5002,492,958
p0038,orig,B,-14.7500,-0.0000,-17.2500,506,982
p0038,swap,A,-0.0000,-15.5000,-15.0000,506,973
p0039,orig,A,0.0000,-23.0000,-16.7500,432,862
p0039,swap,B,-21.6250,-0.0000,-12.0000,432,843
p0040,orig,B,-2.8128,-0.0628,-7.0628,510,962
p0040,swap,A,-0.0008,-7.2508,-9.2508,510,963
p0041,orig,A,-0.0000,-19.3750,-13.2500,424,840
