step,train_acc,test_acc,train_loss,test_loss,weight_l2,w_eff_rank,act_eff_rank,act_sparsity,act_kurtosis,gzip_bytes
0,0.496,0.505,0.722074568271637,0.7052052617073059,9.368625790043492,14.538027226924896,40.47455596923828,0.5036392211914062,2.261868953704834,8473
200,1.0,0.4875,0.12386418133974075,1.2655205726623535,14.759815850523562,13.796659171581268,40.358642578125,0.5040512084960938,2.340804100036621,8357
400,1.0,0.5,0.010589191690087318,1.9835216999053955,19.621019631828357,13.846355736255646,40.35154342651367,0.5049514770507812,2.2803478240966797,8337
600,1.0,0.5066666666666667,0.0014379891799762845,2.5776004791259766,22.56673767879623,13.833368241786957,40.26634979248047,0.5056838989257812,2.254817008972168,8334
800,1.0,0.5075,0.00021377741359174252,3.130819320678711,24.928740666050132,13.834193408489227,40.20534133911133,0.5055313110351562,2.2448019981384277,8354
1000,1.0,0.5116666666666667,3.443129753577523e-05,3.669543504714966,26.952225017224574,13.830810487270355,40.20914840698242,0.5072021484375,2.2518577575683594,8334
1200,1.0,0.5141666666666667,5.843730377819156e-06,4.210257053375244,28.732845978149026,13.83207494020462,40.23934555053711,0.5077896118164062,2.262359619140625,8326
1400,1.0,0.5175,1.1146058795930003e-06,4.615816116333008,29.936715915692222,13.825568795204163,40.211212158203125,0.508026123046875,2.266818046569824,8310
1600,1.0,0.5225,3.186464141435863e-07,4.856623649597168,30.16972572660864,13.82227998971939,40.161888122558594,0.508941650390625,2.250533103942871,8256
1800,1.0,0.5283333333333333,1.6558168169922283e-07,4.881194114685059,29.60330440951514,13.817777633666992,40.0598258972168,0.5092849731445312,2.22042179107666,8192
2000,1.0,0.5316666666666666,1.3804434217945527e-07,4.761195659637451,28.795767033706298,13.809532880783081,39.91668701171875,0.5087814331054688,2.1899356842041016,8110
2200,1.0,0.5358333333333334,1.3399122167356836e-07,4.594672679901123,28.0193114347197,13.793061554431915,39.74262619018555,0.5087051391601562,2.166706085205078,8013
2400,1.0,0.5433333333333333,1.341104365337742e-07,4.416670322418213,27.336442847594494,13.769026160240173,39.53349304199219,0.5084228515625,2.155038833618164,7919
2600,1.0,0.5508333333333333,1.3637541940170195e-07,4.237292766571045,26.756491426030504,13.738394558429718,39.289756774902344,0.5079421997070312,2.156460762023926,7827
2800,1.0,0.56,1.3554094380197057e-07,4.064036846160889,26.272383724045728,13.702925682067871,39.010623931884766,0.5079727172851562,2.1752572059631348,7751
3000,1.0,0.5666666666666667,1.3530252829241363e-07,3.8879036903381348,25.86189861660861,13.65899521112442,38.682533264160156,0.5077667236328125,2.2114624977111816,7675
3200,1.0,0.5766666666666667,1.3291834477513476e-07,3.699772834777832,25.51029451279206,13.603924095630646,38.294918060302734,0.5073928833007812,2.266326904296875,7624
3400,1.0,0.5866666666666667,1.2850759389948507e-07,3.479613780975342,25.18716329569612,13.538166642189026,37.869239807128906,0.5073623657226562,2.339925765991211,7565
3600,1.0,0.5958333333333333,1.291036397788048e-07,3.2456467151641846,24.87578553098826,13.462332785129547,37.41691589355469,0.5068206787109375,2.4317831993103027,7510
3800,1.0,0.6183333333333333,1.2838839325013396e-07,3.0204975605010986,24.58325200464783,13.371304035186768,36.91203308105469,0.5076980590820312,2.5418176651000977,7440
4000,1.0,0.6316666666666667,1.2445448760445288e-07,2.8111989498138428,24.310831901428337,13.269582748413086,36.326839447021484,0.5074310302734375,2.672071933746338,7390
4200,1.0,0.6475,1.2302396612540178e-07,2.5955841541290283,24.034054792768714,13.149433374404907,35.69400405883789,0.5072555541992188,2.826045036315918,7339
4400,1.0,0.6633333333333333,1.2183187436676235e-07,2.384553909301758,23.75740769959353,13.018282115459442,35.01858901977539,0.5076675415039062,3.0065407752990723,7273
4600,1.0,0.6816666666666666,1.209974129778857e-07,2.1981143951416016,23.507074503599085,12.873636484146118,34.29893493652344,0.507843017578125,3.2111005783081055,7227
4800,1.0,0.6925,1.205205819587718e-07,2.0166518688201904,23.272770402457986,12.717174708843231,33.536956787109375,0.5078201293945312,3.4366321563720703,7176
5000,1.0,0.7066666666666667,1.1885164497016376e-07,1.8485935926437378,23.044381165144234,12.548374235630035,32.7205924987793,0.5083541870117188,3.6807808876037598,7126
5200,1.0,0.7208333333333333,1.1503695418468851e-07,1.6752855777740479,22.81477947212337,12.36927181482315,31.89531707763672,0.5083389282226562,3.934633255004883,7085
5400,1.0,0.735,1.1301040103717241e-07,1.5013047456741333,22.57455175497083,12.179232954978943,31.078777313232422,0.508636474609375,4.212437629699707,7040
5600,1.0,0.7525,1.15990630433771e-07,1.3452199697494507,22.346100115394226,11.9805406332016,30.26120948791504,0.5093231201171875,4.5119829177856445,6985
5800,1.0,0.7641666666666667,1.1563300006400823e-07,1.22003173828125,22.139388428119062,11.77328097820282,29.430862426757812,0.5090560913085938,4.834177017211914,6946
6000,1.0,0.7808333333333334,1.1396407018082755e-07,1.1065781116485596,21.95129920589236,11.56640625,28.612680435180664,0.5088119506835938,5.171239852905273,6908
6200,1.0,0.8,1.1348723916171366e-07,1.002432942390442,21.77402988144021,11.36103868484497,27.813648223876953,0.5085601806640625,5.5196990966796875,6876
6400,1.0,0.8083333333333333,1.144409083053688e-07,0.905029833316803,21.603953058504334,11.15126633644104,27.027368545532227,0.50872802734375,5.8850202560424805,6857
6600,1.0,0.82,1.1312960879195089e-07,0.8161877393722534,21.441030489644625,10.94377988576889,26.26674461364746,0.5085601806640625,6.263557434082031,6822
6800,1.0,0.8333333333333334,1.1098384078422896e-07,0.7293529510498047,21.281542374091128,10.73654991388321,25.51661491394043,0.508209228515625,6.639652252197266,6799
7000,1.0,0.8416666666666667,1.0597705113468692e-07,0.6386212110519409,21.11866758595214,10.53190004825592,24.77430534362793,0.5081253051757812,7.009878158569336,6769
7200,1.0,0.8608333333333333,1.053810052553672e-07,0.5457442998886108,20.93617005750364,10.332782566547394,24.086624145507812,0.5075912475585938,7.373744010925293,6749
7400,1.0,0.8741666666666666,1.0585784337990845e-07,0.4667598009109497,20.74548672445406,10.12157118320465,23.40431022644043,0.5079727172851562,7.788522720336914,6712
7600,1.0,0.8883333333333333,1.0752677326308913e-07,0.4053879380226135,20.56689672510156,9.899796783924103,22.68146514892578,0.5085372924804688,8.248430252075195,6676
7800,1.0,0.9008333333333334,1.0740756550831065e-07,0.35234132409095764,20.404910089599205,9.680995166301727,21.98687171936035,0.5085067749023438,8.719282150268555,6645
8000,1.0,0.9141666666666667,1.0776518877264607e-07,0.3048188090324402,20.243744081035242,9.463951766490936,21.31674575805664,0.5085678100585938,9.207975387573242,6611
8200,1.0,0.9241666666666667,1.0621546664424386e-07,0.26215195655822754,20.092442458104667,9.249903976917267,20.673959732055664,0.5082855224609375,9.697467803955078,6579
8400,1.0,0.9308333333333333,1.0299682173808833e-07,0.2232505828142166,19.947274357005597,9.041765868663788,20.074249267578125,0.508331298828125,10.178105354309082,6569
8600,1.0,0.9375,9.894370123220142e-08,0.18322519958019257,19.79810515874367,8.835472822189331,19.534521102905273,0.5076751708984375,10.641138076782227,6552
8800,1.0,0.9491666666666667,9.775160947356198e-08,0.14434900879859924,19.623679795475248,8.628839433193207,19.027681350708008,0.507049560546875,11.121711730957031,6507
9000,1.0,0.9633333333333334,9.727477134902074e-08,0.11233943700790405,19.432185604126715,8.413084149360657,18.49065589904785,0.5076370239257812,11.685269355773926,6473
9200,1.0,0.9691666666666666,9.846686310766017e-08,0.08920372277498245,19.24407102029645,8.188991904258728,17.916244506835938,0.5086288452148438,12.303356170654297,6446
9400,1.0,0.9725,9.763240171878351e-08,0.07099314033985138,19.075876009675625,7.97412770986557,17.379230499267578,0.5088424682617188,12.913751602172852,6408
9600,1.0,0.9783333333333334,9.894370123220142e-08,0.056425463408231735,18.919491856424482,7.766956984996796,16.867902755737305,0.5083999633789062,13.532512664794922,6376
9800,1.0,0.9825,9.667872546970102e-08,0.04474521800875664,18.774314267770066,7.5694029331207275,16.393329620361328,0.5081024169921875,14.138505935668945,6363
10000,1.0,0.985,9.596347183560283e-08,0.035232771188020706,18.63643106875384,7.380058228969574,15.94261646270752,0.50787353515625,14.745576858520508,6337
