step,train_acc,test_acc,train_loss,test_loss,weight_l2,w_eff_rank,act_eff_rank,act_sparsity,act_kurtosis,gzip_bytes
0,0.009566834972096731,0.010626992561105207,4.834649562835693,4.682153224945068,114.38897563371556,63.783409648471405,25.737937927246094,0.49566650390625,2.957487106323242,220992
200,0.9750199309061919,0.3767268862911796,0.0733502134680748,14.221830368041992,104.57952219521168,39.388817654715645,36.242279052734375,0.4808006286621094,1.9348030090332031,213383
400,0.9944193462662769,0.3808005667729366,0.013792355544865131,14.31332778930664,90.98117299237471,37.54880952835083,36.87659454345703,0.47641754150390625,2.010002613067627,208506
600,0.9989370183364337,0.3841657810839532,0.002604983514174819,14.716682434082031,81.36672600639547,35.921137730280556,37.2530632019043,0.47335052490234375,2.253737449645996,204494
800,0.9997342545841085,0.3859369465108041,0.0010876929154619575,14.395237922668457,73.88656845380001,34.71914732456207,37.4493522644043,0.47287750244140625,2.6708202362060547,201658
1000,1.0,0.38629117959617426,0.00013956701150164008,16.07577133178711,69.23104366035152,33.550777991612755,37.154117584228516,0.47138214111328125,3.1295108795166016,199689
1200,1.0,0.38699964576691465,1.8800899852067232e-05,18.12240219116211,66.44718707993209,32.48582404189639,36.708065032958984,0.4705467224121094,3.5929341316223145,199838
1400,1.0,0.3885936946510804,2.7902444799110526e-06,19.974815368652344,64.2117055440199,31.654929492208694,36.22864532470703,0.47037506103515625,3.933810234069824,200809
1600,1.0,0.38823946156571026,6.436600870074471e-07,21.111295700073242,61.66642870943021,31.06160873836941,35.84918212890625,0.4698066711425781,4.070577144622803,201625
1800,1.0,0.3885936946510804,3.6054231600246567e-07,20.923532485961914,58.78665943798001,30.661422822210525,35.63911437988281,0.4694633483886719,4.011422157287598,202008
2000,1.0,0.3887708111937655,3.277542077739781e-07,20.37822914123535,56.4987769374295,30.238311860296463,35.38111114501953,0.4689292907714844,3.906675338745117,202263
2200,1.0,0.3894792773645058,3.2914809366957343e-07,19.836517333984375,54.996261105464654,29.74430599477556,35.01636505126953,0.46813201904296875,3.8436145782470703,202532
2400,1.0,0.38930216082182073,3.2651871606503846e-07,19.344972610473633,54.01998759278399,29.22805979516771,34.60653305053711,0.4681663513183594,3.808844566345215,202726
2600,1.0,0.3894792773645058,3.264553640747181e-07,18.87808609008789,53.346011211648225,28.72917456097073,34.209320068359375,0.468048095703125,3.7934656143188477,202900
2800,1.0,0.3900106269925611,3.2449122500111116e-07,18.43284797668457,52.84860959709759,28.264804363250732,33.78542709350586,0.4676856994628906,3.8089046478271484,203041
3000,1.0,0.39054197662061635,3.220835935735522e-07,17.977453231811523,52.45275038789095,27.83950862619612,33.363059997558594,0.46767425537109375,3.853738784790039,202462
3200,1.0,0.39125044279135673,3.195492581653525e-07,17.513355255126953,52.12135561088418,27.448912209934658,32.884132385253906,0.46746826171875,3.9240188598632812,202109
3400,1.0,0.39195890896209706,3.1546264267490187e-07,17.080148696899414,51.82559195151444,27.083304021093582,32.367706298828125,0.4670143127441406,4.017812728881836,201706
3600,1.0,0.39213602550478216,3.1438554515261785e-07,16.669832229614258,51.56137325096145,26.750759455892776,31.78200912475586,0.466552734375,4.148205757141113,201237
3800,1.0,0.3933758413035778,3.0947524010116467e-07,16.30234718322754,51.332342764763595,26.44791473282708,31.124752044677734,0.4653816223144531,4.2700653076171875,200823
