pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0000,orig,B,-10.5000,-0.0000,-11.7500,779,884
p0000,swap,A,-0.5046,-1.0046,-3.5046,779,551
p0001,orig,B,-8.5005,-0.0005,-8.2505,872,624
p0001,swap,B,-3.4826,-0.2326,-1.7326,872,643
p0002,orig,B,-3.0525,-0.0525,-5.5525,1119,829
p0002,swap,B,-2.8253,-0.0753,-4.3253,1119,810
p0003,orig,B,-4.0803,-0.3303,-1.3303,1537,1202
p0003,swap,B,-8.7503,-0.0003,-8.7503,1537,1184
p0004,orig,B,-9.5002,-0.0002,-8.7502,1316,999
p0004,swap,C,-3.6629,-1.1629,-0.4129,1316,986
p0005,orig,B,-6.2521,-0.0021,-9.0021,393,303
p0005,swap,B,-5.7543,-0.0043,-6.7543,393,289
p0006,orig,B,-3.7757,-0.0257,-6.0257,609,449
p0006,swap,B,-7.0009,-0.0009,-10.7509,609,437
p0007,orig,B,-8.2504,-0.0004,-9.2504,728,525
p0007,swap,A,-0.2816,-1.5316,-3.5316,728,510
p0008,orig,B,-2.6718,-0.1718,-2.4218,598,444
p0008,swap,B,-14.3750,-0.0000,-14.2500,598,431
p0009,orig,A,-0.2751,-1.5251,-3.7751,673,492
p0009,swap,B,-8.5003,-0.0003,-9.2503,673,480
p0010,orig,B,-6.7517,-0.0017,-7.5017,731,525
p0010,swap,B,-1.1892,-0.9392,-1.1892,731,511
p0011,orig,B,-10.2501,-0.0001,-10.2501,817,588
p0011,swap,C,-9.3290,-2.5790,-0.0790,817,573
p0012,orig,B,-6.5015,-0.0015,-11.0015,643,476
p0012,swap,B,-3.7733,-0.0233,-10.0233,643,463
p0013,orig,B,-12.7500,-0.0000,-11.0000,860,617
p0013,swap,C,-7.5008,-8.5008,-0.0008,860,606
p0014,orig,B,-6.7514,-0.0014,-8.5014,755,537
p0014,swap,A,-0.0803,-2.5803,-6.5803,755,521
p0015,orig,B,-4.5405,-0.0405,-3.5405,846,613
p0015,swap,B,-1.5638,-0.3138,-2.8138,846,600
p0016,orig,B,-1.4580,-0.9580,-0.9580,1306,996
p0016,swap,B,-6.7531,-0.0031,-6.2531,1306,980
p0017,orig,B,-7.5006,-0.0006,-11.0006,588,439
p0017,swap,C,-2.1532,-3.6532,-0.1532,588,427
p0018,orig,B,-11.5000,-0.0000,-13.7500,536,388
p0018,swap,A,-0.1757,-4.1757,-1.9257,536,375
p0019,orig,B,-2.1270,-0.1270,-10.6270,696,501
p0019,swap,A,-0.0144,-4.2644,-8.5144,696,488
p0020,orig,A,-0.1757,-1.9257,-4.1757,585,440
p0020,swap,B,-10.7500,-0.0000,-16.2500,585,427
p0021,orig,B,-5.2733,-0.0233,-4.0233,566,409
p0021,swap,B,-13.0000,-0.0000,-14.0000,566,396
p0022,orig,B,-10.7501,-0.0001,-10.2501,511,353
p0022,swap,A,-0.0247,-3.7747,-6.5247,511,340
p0023,orig,A,-0.0411,-3.2911,-5.7911,460,340
p0023,swap,B,-5.2555,-0.0055,-8.2555,460,327
p0024,orig,B,-5.0068,-0.0068,-9.2568,610,448
p0024,swap,B,-0.8289,-0.5789,-5.8289,610,435
p0025,orig,B,-9.2501,-0.0001,-13.0001,633,454
p0025,swap,A,-0.0628,-2.8128,-7.0628,633,441
p0026,orig,A,-0.0389,-3.2889,-7.0389,619,450
p0026,swap,B,-7.7504,-0.0004,-12.2504,619,436
p0027,orig,C,-11.3753,-8.0003,-0.0003,511,340
p0027,swap,C,-12.8836,-4.7586,-0.0086,511,340
p0028,orig,B,-3.7840,-0.0340,-4.5340,1323,1012
p0028,swap,A,-0.1203,-2.8703,-2.8703,1323,991
p0029,orig,A,-0.8114,-1.5614,-1.0614,1198,887
p0029,swap,B,-1.9518,-0.2018,-3.2018,1198,878
p0030,orig,A,-0.1913,-2.4413,-2.4413,1292,991
p0030,swap,B,-1.0239,-0.5239,-3.0239,1292,986
p0031,orig,B,-6.0025,-0.0025,-11.7525,531,396
p0031,swap,A,-0.3137,-1.3137,-7.8137,531,387
p0032,orig,C,-17.3751,-9.2501,-0.0001,431,321
p0032,swap,C,-17.6250,-10.2500,-0.0000,431,311
p0033,orig,A,-0.1474,-2.1474,-3.8974,487,358
p0033,swap,B,-7.0010,-0.0010,-10.0010,487,349
p0034,orig,A,-0.0173,-4.2673,-5.7673,438,330
p0034,swap,B,-2.5793,-0.0793,-7.8293,438,318
p0035,orig,C,-15.0298,-3.5298,-0.0298,402,311
p0035,swap,C,-17.3750,-10.5000,-0.0000,402,302
p0036,orig,B,-19.0000,-0.0000,-16.2500,443,330
p0036,swap,A,-0.0001,-9.5001,-10.0001,443,320
p0037,orig,B,-4.0200,-0.2700,-1.5200,480,353
p0037,swap,B,-8.5002,-0.0002,-10.2502,480,343
p0038,orig,B,-7.0050,-0.0050,-5.5050,494,360
p0038,swap,C,-5.7533,-9.2533,-0.0033,494,351
p0039,orig,C,-8.2589,-4.7589,-0.0089,420,321
p0039,swap,C,-13.3762,-6.7512,-0.0012,420,312
p0040,orig,B,-3.7798,-0.0298,-5.0298,498,365
p0040,swap,B,-3.2899,-0.2899,-1.5399,498,354
p0041,orig,C,-9.0004,-8.2504,-0.0004,412,314
p0041,swap,C,-14.1250,-11.5000,-0.0000,412,305
p0042,orig,B,-3.3847,-0.1347,-2.3847,490,363
p0042,swap,C,-2.4192,-0.9192,-0.6692,490,351
p0043,orig,C,-8.2505,-8.5005,-0.0005,412,305
p0043,swap,C,-13.7500,-10.7500,-0.0000,412,305
p0044,orig,B,-13.2500,-0.0000,-13.2500,507,368
p0044,swap,A,-0.2018,-1.7018,-7.9518,507,355
p0045,orig,A,-0.0011,-7.5011,-7.5011,810,598
p0045,swap,B,-5.5042,-0.0042,-8.7542,810,589
p0046,orig,B,-1.1492,-0.3992,-4.3992,646,488
p0046,swap,A,-0.0005,-7.7505,-9.5005,646,478
p0047,orig,B,-1.7034,-0.2034,-6.2034,666,496
p0047,swap,A,-0.0042,-5.5042,-9.0042,666,487
p0048,orig,B,-13.5000,-0.0000,-13.0000,527,393
p0048,swap,C,-2.5837,-5.3337,-0.0837,527,384
p0049,orig,B,-9.5001,-0.0001,-10.0001,460,343
p0049,swap,C,-2.1291,-6.1291,-0.1291,460,337
p0050,orig,B,-9.5003,-0.0003,-8.2503,453,345
p0050,swap,A,-0.1080,-4.8580,-2.3580,453,339
p0051,orig,C,-8.5011,-7.0011,-0.0011,659,491
p0051,swap,B,-14.6291,-0.0041,-5.5041,659,483
p0052,orig,B,-1.9753,-0.7253,-0.9753,704,515
p0052,swap,B,-10.5381,-0.0381,-3.2881,704,501
p0053,orig,B,-19.2504,-0.0004,-7.7504,393,299
p0053,swap,A,-0.1004,-8.6004,-2.3504,393,294
p0054,orig,B,-8.5003,-0.0003,-9.2503,791,585
p0054,swap,A,-0.1024,-2.3524,-6.1024,791,574
p0055,orig,B,-11.5000,-0.0000,-11.0000,939,696
p0055,swap,A,-0.0115,-4.5115,-7.7615,939,680
p0056,orig,B,-6.0034,-0.0034,-7.0034,1161,881
p0056,swap,A,-0.1347,-2.3847,-3.3847,1161,865
p0057,orig,C,-15.2500,-13.1250,-0.0000,373,282
p0057,swap,C,-13.8750,-14.8750,-0.0000,373,270
p0058,orig,C,-16.6250,-12.6250,-0.0000,362,277
p0058,swap,C,-11.2500,-13.5000,-0.0000,362,266
p0059,orig,B,-10.2502,-0.0002,-9.0002,420,308
p0059,swap,B,-1.3171,-0.3171,-5.5671,420,304
p0060,orig,B,-9.2501,-0.0001,-14.0001,378,281
p0060,swap,A,-0.0068,-5.0068,-10.2568,378,270
p0061,orig,C,-5.0298,-3.7798,-0.0298,411,316
p0061,swap,B,-13.5000,-0.0000,-12.0000,411,298
p0062,orig,B,-5.7532,-0.0032,-9.7532,409,311
p0062,swap,B,-9.0001,-0.0001,-11.7501,409,295
p0063,orig,A,-0.0105,-6.2605,-4.7605,442,323
p0063,swap,B,-13.5019,-0.0019,-6.2519,442,310
p0064,orig,C,-3.7784,-5.2784,-0.0284,561,409
p0064,swap,B,-11.5000,-0.0000,-15.5000,561,397
p0065,orig,B,-9.5001,-0.0001,-13.5001,584,437
p0065,swap,A,-0.3715,-1.3715,-2.8715,584,426
p0066,orig,B,-10.2500,-0.0000,-12.0000,490,341
p0066,swap,B,-3.7736,-0.0236,-8.0236,490,338
p0067,orig,B,-3.2631,-0.5131,-1.0131,632,452
p0067,swap,B,-9.2501,-0.0001,-12.7501,632,440
p0068,orig,B,-1.9301,-0.1801,-3.9301,553,398
p0068,swap,B,-5.5042,-0.0042,-9.2542,553,387
p0069,orig,B,-9.5001,-0.0001,-10.5001,889,636
p0069,swap,B,-7.2511,-0.0011,-7.7511,889,621
p0070,orig,C,-1.4076,-2.4076,-0.4076,1015,728
p0070,swap,B,-8.7503,-0.0003,-9.2503,1015,715
p0071,orig,B,-12.5000,-0.0000,-12.7500,388,299
p0071,swap,A,-0.0382,-3.2882,-9.0382,388,287
p0072,orig,B,-10.0000,-0.0000,-12.7500,426,314
p0072,swap,B,-0.9794,-0.4794,-5.2294,426,302
p0073,orig,B,-1.9103,-0.1603,-10.4103,356,277
p0073,swap,B,-12.7500,-0.0000,-11.5000,356,265
p0074,orig,B,-2.1273,-0.1273,-7.8773,366,276
p0074,swap,B,-12.5003,-0.0003,-8.2503,366,265
p0075,orig,B,-6.2523,-0.0023,-8.0023,358,277
p0075,swap,B,-13.2502,-0.0002,-8.7502,358,265
p0076,orig,B,-5.2295,-0.4795,-0.9795,631,452
p0076,swap,B,-4.9503,-0.7003,-0.7003,631,440
p0077,orig,C,-12.9539,-2.5789,-0.0789,441,321
p0077,swap,C,-15.8750,-10.2500,-0.0000,441,309
p0078,orig,C,-10.2512,-6.7512,-0.0012,517,380
p0078,swap,C,-3.5667,-3.3167,-0.0667,517,369
p0079,orig,C,-2.1345,-4.8845,-0.1345,523,381
p0079,swap,B,-9.7015,-0.2015,-1.7015,523,369
p0080,orig,C,-8.0008,-7.7508,-0.0008,494,340
p0080,swap,B,-9.0790,-0.0790,-2.5790,494,335
p0081,orig,C,-11.0004,-8.0004,-0.0004,410,306
p0081,swap,C,-16.5000,-14.2500,-0.0000,410,295
p0082,orig,B,-4.0957,-0.0957,-2.5957,437,320
p0082,swap,B,-1.5807,-0.3307,-2.5807,437,308
p0083,orig,B,-5.1659,-0.1659,-1.9159,312,241
p0083,swap,A,-0.5034,-1.5034,-1.7534,312,229
p0084,orig,B,-6.0026,-0.0026,-8.7526,322,273
p0084,swap,A,-0.3307,-1.5807,-2.5807,322,261
p0085,orig,A,-0.1004,-2.3504,-8.3504,351,280
p0085,swap,B,-10.7501,-0.0001,-9.0001,351,264
p0086,orig,B,-2.3524,-0.1024,-6.1024,334,278
p0086,swap,B,-2.1280,-0.1280,-6.8780,334,261
p0087,orig,A,-0.3307,-1.5807,-2.5807,321,272
p0087,swap,B,-6.5016,-0.0016,-9.2516,321,260
p0088,orig,C,-15.2509,-7.0009,-0.0009,293,235
p0088,swap,C,-13.5000,-15.2500,-0.0000,293,224
p0089,orig,C,-18.1250,-12.2500,-0.0000,309,241
p0089,swap,C,-11.7500,-12.8750,-0.0000,309,229
p0090,orig,C,-19.0001,-9.5001,-0.0001,374,281
p0090,swap,C,-10.7500,-11.0000,-0.0000,374,269
p0091,orig,C,-13.7500,-10.0000,-0.0000,316,240
p0091,swap,C,-7.7245,-0.9745,-0.4745,316,229
p0092,orig,B,-3.3641,-0.1141,-2.6141,353,278
p0092,swap,B,-8.2522,-0.0022,-6.2522,353,265
p0093,orig,B,-12.0019,-0.2519,-1.5019,397,300
p0093,swap,A,-0.5761,-0.8261,-8.5761,397,288
p0094,orig,B,-11.2500,-0.0000,-10.5000,643,467
p0094,swap,B,-1.6803,-0.6803,-1.1803,643,463
p0095,orig,B,-13.2500,-0.0000,-13.5000,511,343
p0095,swap,A,-0.0021,-7.5021,-6.5021,511,339
p0096,orig,B,-14.7500,-0.0000,-13.7500,563,408
p0096,swap,A,-0.0007,-8.2507,-7.7507,563,397
p0097,orig,B,-12.2501,-0.0001,-9.7501,635,454
p0097,swap,A,-0.0041,-5.7541,-7.0041,635,442
p0098,orig,C,-9.8751,-9.8751,-0.0001,757,533
p0098,swap,C,-16.5002,-8.7502,-0.0002,757,521
p0099,orig,C,-7.7506,-9.0006,-0.0006,625,452
p0099,swap,C,-18.0000,-13.3750,-0.0000,625,441
p0100,orig,A,-0.7246,-0.7246,-3.4746,732,528
p0100,swap,A,-0.0790,-2.8290,-4.0790,732,510
p0101,orig,C,-9.0001,-10.7501,-0.0001,677,491
p0101,swap,C,-16.2501,-9.7501,-0.0001,677,478
p0102,orig,C,-17.1250,-11.8750,-0.0000,749,530
p0102,swap,C,-8.5003,-9.1253,-0.0003,749,518
p0103,orig,B,-6.7516,-0.0016,-7.7516,276,247
p0103,swap,B,-7.7504,-0.0004,-15.1254,276,217
p0104,orig,B,-6.5015,-0.0015,-13.8765,262,235
p0104,swap,B,-3.0486,-0.0486,-9.7986,262,214
p0105,orig,B,-4.0182,-0.0182,-15.2682,335,276
p0105,swap,B,-5.7584,-0.0084,-5.2584,335,262
p0106,orig,A,-0.0978,-2.8478,-3.3478,257,228
p0106,swap,A,-0.0978,-2.8478,-3.3478,257,213
p0107,orig,B,-6.8780,-0.1280,-2.1280,270,226
p0107,swap,B,-3.0486,-0.0486,-10.0486,270,214
p0108,orig,C,-5.4783,-0.9783,-0.4783,773,563
p0108,swap,A,-0.3875,-2.6375,-1.3875,773,553
p0109,orig,C,-7.1345,-4.7595,-0.0095,442,314
p0109,swap,C,-14.7500,-11.7500,-0.0000,442,309
p0110,orig,B,-5.7713,-0.0213,-4.0213,505,352
p0110,swap,C,-9.0002,-9.2502,-0.0002,505,338
p0111,orig,B,-1.9753,-0.7253,-0.9753,773,551
p0111,swap,C,-7.3776,-2.1276,-0.1276,773,550
p0112,orig,A,-0.2014,-10.9514,-1.7014,360,283
p0112,swap,C,-16.7552,-5.2552,-0.0052,360,265
p0113,orig,A,-0.0003,-8.2503,-11.7503,364,278
p0113,swap,B,-11.5002,-0.0002,-8.5002,364,266
p0114,orig,B,-9.5053,-0.0053,-5.2553,380,281
p0114,swap,A,-0.0298,-3.5298,-10.7798,380,269
p0115,orig,B,-6.0049,-0.0049,-6.0049,298,236
p0115,swap,A,-0.1003,-2.3503,-10.1003,298,224
p0116,orig,B,-10.2500,-0.0000,-18.0000,264,226
p0116,swap,A,-0.0000,-11.7500,-16.2500,264,214
p0117,orig,A,-0.0486,-3.0486,-14.2986,297,236
p0117,swap,A,-0.0233,-3.7733,-10.0233,297,224
p0118,orig,B,-2.3503,-0.1003,-9.8503,311,242
p0118,swap,A,-0.0053,-5.2553,-10.5053,311,230
p0119,orig,A,-0.0000,-12.7500,-15.2500,263,226
p0119,swap,A,-0.0000,-12.7500,-15.2500,263,213
p0120,orig,A,-0.1002,-2.3502,-16.2252,277,230
p0120,swap,A,-0.0298,-3.5298,-11.5298,277,217
p0121,orig,C,-12.3502,-2.3502,-0.1002,343,276
p0121,swap,A,-0.1291,-2.1291,-6.1291,343,263
p0122,orig,B,-10.5020,-0.1270,-2.1270,284,230
p0122,swap,A,-0.2133,-2.9633,-1.9633,284,217
p0123,orig,B,-1.9196,-0.1696,-4.6696,397,293
p0123,swap,B,-6.5015,-0.0015,-10.7515,397,288
p0124,orig,B,-1.9106,-0.1606,-7.9106,315,242
p0124,swap,B,-3.2882,-0.0382,-8.7882,315,230
p0125,orig,B,-1.8064,-0.3064,-2.3064,294,237
p0125,swap,B,-7.3875,-0.3875,-1.1375,294,223
p0126,orig,B,-3.6629,-0.4129,-1.1629,338,276
p0126,swap,B,-2.3580,-0.1080,-4.8580,338,264
p0127,orig,B,-1.3266,-0.3266,-4.3266,292,236
p0127,swap,B,-5.7713,-0.0213,-4.0213,292,224
p0128,orig,C,-9.5353,-1.9103,-0.1603,427,315
p0128,swap,C,-3.0497,-6.7997,-0.0497,427,302
p0129,orig,C,-16.7519,-2.1269,-0.1269,641,473
p0129,swap,C,-2.1967,-2.6967,-0.1967,641,462
p0130,orig,B,-15.5012,-0.0012,-6.7512,410,300
p0130,swap,C,-8.2506,-8.0006,-0.0006,410,295
p0131,orig,A,-0.0002,-10.5002,-8.7502,445,322
p0131,swap,B,-10.0001,-0.0001,-9.2501,445,309
p0132,orig,A,-0.0002,-14.2502,-8.7502,430,315
p0132,swap,B,-14.1251,-0.0001,-9.2501,430,303
p0133,orig,B,-9.2520,-0.0020,-6.2520,590,440
p0133,swap,B,-2.3581,-0.1081,-4.8581,590,427
p0134,orig,C,-0.9829,-4.7329,-0.4829,291,241
p0134,swap,C,-15.6250,-11.2500,-0.0000,291,224
p0135,orig,C,-7.0011,-8.7511,-0.0011,626,459
p0135,swap,B,-5.0073,-0.0073,-7.5073,626,447
p0136,orig,C,-5.0079,-6.7579,-0.0079,492,355
p0136,swap,C,-16.6251,-9.0001,-0.0001,492,345
p0137,orig,A,-0.0000,-12.5000,-11.0000,827,606
p0137,swap,B,-12.2500,-0.0000,-13.5000,827,599
p0138,orig,A,-0.0321,-4.0321,-4.2821,440,336
p0138,swap,B,-2.0843,-0.3343,-1.8343,440,321
